Ein,Etrans
231.410854,80.744388
231.410854,78.632465
231.410854,72.038214
231.410854,70.786917
231.410854,83.931384
231.410854,91.935148
231.410854,87.92531
231.410854,86.142061
231.410854,83.191292
231.410854,88.923094
231.410854,82.900224
231.410854,75.654541
231.410854,72.868616
231.410854,77.049878
231.410854,72.881285
231.410854,85.014956
